"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
"INACTIVATION_OF_MAPK_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/INACTIVATION_OF_MAPK_ACTIVITY",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CERAMIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CERAMIDE_METABOLIC_PROCESS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WOUND_HEALING","http://www.broadinstitute.org/gsea/msigdb/cards/WOUND_HEALING",33727,74,38,54,0,0,0.0591049462875483,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_NEUROGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_NEUROGENESIS",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER",33727,74,38,29,0,0,0.0321770634917445,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CARBOHYDRATE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CARBOHYDRATE_METABOLIC_PROCESS",33727,74,38,180,1,0.00555555555555556,0.0175564766923963,1,"CHST12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COAGULATION","http://www.broadinstitute.org/gsea/msigdb/cards/COAGULATION",33727,74,38,44,0,0,0.0484224938388937,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BODY_FLUID_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/BODY_FLUID_SECRETION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MACROMOLECULAR_COMPLEX_DISASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/MACROMOLECULAR_COMPLEX_DISASSEMBLY",33727,74,38,15,0,0,0.0167712174257141,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_UV","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_UV",33727,74,38,26,0,0,0.0288957251310485,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPIRATORY_GASEOUS_EXCHANGE","http://www.broadinstitute.org/gsea/msigdb/cards/RESPIRATORY_GASEOUS_EXCHANGE",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_METABOLIC_PROCESS",33727,74,38,262,2,0.00763358778625954,0.00319817389256926,1,"GTPBP4","ID1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_IONIZING_RADIATION","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_IONIZING_RADIATION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_JNK_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_JNK_ACTIVITY",33727,74,38,18,0,0,0.0200924413548176,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_JAK_STAT_CASCADE","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_JAK_STAT_CASCADE",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSITION_METAL_ION_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSITION_METAL_ION_TRANSPORT",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/NEUROGENESIS",33727,74,38,93,0,0,0.0996619069937053,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_RADIATION","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_RADIATION",33727,74,38,60,0,0,0.0654582737266335,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CELL_MIGRATION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CELL_MIGRATION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLAND_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/GLAND_DEVELOPMENT",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS",33727,74,38,30,0,0,0.0332684419589329,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHEMICAL_HOMEOSTASIS","http://www.broadinstitute.org/gsea/msigdb/cards/CHEMICAL_HOMEOSTASIS",33727,74,38,155,0,0,0.160657443007925,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OVULATION_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/OVULATION_CYCLE",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEIOTIC_RECOMBINATION","http://www.broadinstitute.org/gsea/msigdb/cards/MEIOTIC_RECOMBINATION",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_HOMOOLIGOMERIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_HOMOOLIGOMERIZATION",33727,74,38,22,0,0,0.0245037524277987,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYTOKINE_AND_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOKINE_AND_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_LOCALIZATION",33727,74,38,371,1,0.00269541778975741,0.0654577251381927,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEVELOPMENTAL_GROWTH","http://www.broadinstitute.org/gsea/msigdb/cards/DEVELOPMENTAL_GROWTH",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CELL_ADHESION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CELL_ADHESION",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY",33727,74,38,86,1,0.0116279069767442,0.00425630216894591,1,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHINGOID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/SPHINGOID_METABOLIC_PROCESS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL_CYCLE_ARREST_GO_0007050","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_CYCLE_ARREST_GO_0007050",33727,74,38,57,0,0,0.0622868491402854,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANDROGEN_RECEPTOR_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/ANDROGEN_RECEPTOR_SIGNALING_PATHWAY",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MITOSIS","http://www.broadinstitute.org/gsea/msigdb/cards/MITOSIS",33727,74,38,82,0,0,0.0883983942248324,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIGMENT_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/PIGMENT_BIOSYNTHETIC_PROCESS",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIGMENT_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/PIGMENT_METABOLIC_PROCESS",33727,74,38,18,0,0,0.0200924413548176,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_JNK_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_JNK_ACTIVITY",33727,74,38,20,0,0,0.0223005193568264,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL_CYCLE_GO_0007049","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_CYCLE_GO_0007049",33727,74,38,315,2,0.00634920634920635,0.005345675973916,1,"GTPBP4","BCAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ER_NUCLEAR_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/ER_NUCLEAR_SIGNALING_PATHWAY",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ION_HOMEOSTASIS","http://www.broadinstitute.org/gsea/msigdb/cards/ION_HOMEOSTASIS",33727,74,38,129,0,0,0.135584956252965,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_MODIFICATION","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_MODIFICATION",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_TRANSPORT",33727,74,38,67,0,0,0.0728177040255216,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RECEPTOR_MEDIATED_ENDOCYTOSIS","http://www.broadinstitute.org/gsea/msigdb/cards/RECEPTOR_MEDIATED_ENDOCYTOSIS",33727,74,38,33,0,0,0.0365353923441425,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_ANGIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_ANGIOGENESIS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NOTCH_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/NOTCH_SIGNALING_PATHWAY",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CATION_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/CATION_TRANSPORT",33727,74,38,147,0,0,0.153019227355779,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEURON_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/NEURON_DIFFERENTIATION",33727,74,38,76,0,0,0.0821969533988386,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_LYMPHOCYTE_ACTIVATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_LYMPHOCYTE_ACTIVATION",33727,74,38,35,0,0,0.0387073845403192,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDOTHELIAL_CELL_MIGRATION","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOTHELIAL_CELL_MIGRATION",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEURON_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/NEURON_DEVELOPMENT",33727,74,38,61,0,0,0.0665130925580825,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTIN_FILAMENT_BUNDLE_FORMATION","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIN_FILAMENT_BUNDLE_FORMATION",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AROMATIC_COMPOUND_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/AROMATIC_COMPOUND_METABOLIC_PROCESS",33727,74,38,27,0,0,0.0299907063614281,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_TRANSLATION","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_TRANSLATION",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_GTPASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_GTPASE_ACTIVITY",33727,74,38,15,0,0,0.0167712174257141,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SISTER_CHROMATID_SEGREGATION","http://www.broadinstitute.org/gsea/msigdb/cards/SISTER_CHROMATID_SEGREGATION",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FATTY_ACID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/FATTY_ACID_METABOLIC_PROCESS",33727,74,38,63,1,0.0158730158730159,0.0023116583324762,1,"ABCD2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROTRANSMITTER_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/NEUROTRANSMITTER_SECRETION",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRICARBOXYLIC_ACID_CYCLE_INTERMEDIATE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/TRICARBOXYLIC_ACID_CYCLE_INTERMEDIATE_METABOLIC_PROCESS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTROSOME_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/CENTROSOME_CYCLE",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POLYSACCHARIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POLYSACCHARIDE_METABOLIC_PROCESS",33727,74,38,18,0,0,0.0200924413548176,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ORGANELLE_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/ORGANELLE_LOCALIZATION",33727,74,38,25,0,0,0.0277995404101296,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTIN_FILAMENT_BASED_MOVEMENT","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIN_FILAMENT_BASED_MOVEMENT",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HETEROCYCLE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/HETEROCYCLE_METABOLIC_PROCESS",33727,74,38,27,0,0,0.0299907063614281,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIBOSOME_BIOGENESIS_AND_ASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/RIBOSOME_BIOGENESIS_AND_ASSEMBLY",33727,74,38,18,0,0,0.0200924413548176,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACUTE_INFLAMMATORY_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/ACUTE_INFLAMMATORY_RESPONSE",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRIACYLGLYCEROL_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/TRIACYLGLYCEROL_METABOLIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",33727,74,38,75,1,0.0133333333333333,0.00325679930295649,1,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS",33727,74,38,208,0,0,0.209593074317557,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDC42_PROTEIN_SIGNAL_TRANSDUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/CDC42_PROTEIN_SIGNAL_TRANSDUCTION",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_HORMONE_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_HORMONE_STIMULUS",33727,74,38,33,0,0,0.0365353923441425,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRNA_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/MRNA_METABOLIC_PROCESS",33727,74,38,84,0,0,0.0904564600812949,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_AMINO_ACID_PHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_AMINO_ACID_PHOSPHORYLATION",33727,74,38,279,2,0.00716845878136201,0.003814283063204,1,"DAPK3","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY",33727,74,38,35,0,0,0.0387073845403192,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEMBRANE_FUSION","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_FUSION",33727,74,38,28,0,0,0.031084485386896,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INNATE_IMMUNE_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/INNATE_IMMUNE_RESPONSE",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CELL_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CELL_CYCLE",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION",33727,74,38,37,0,0,0.0408746088637907,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHROMOSOME_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMOSOME_ORGANIZATION_AND_BIOGENESIS",33727,74,38,124,0,0,0.130680413092303,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL_PROJECTION_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_PROJECTION_BIOGENESIS",33727,74,38,25,0,0,0.0277995404101296,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_NEURON_APOPTOSIS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_NEURON_APOPTOSIS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNA_SPLICING","http://www.broadinstitute.org/gsea/msigdb/cards/RNA_SPLICING",33727,74,38,91,0,0,0.0976241246865642,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COFACTOR_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/COFACTOR_BIOSYNTHETIC_PROCESS",33727,74,38,21,0,0,0.0234027408616901,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYMPHOCYTE_ACTIVATION","http://www.broadinstitute.org/gsea/msigdb/cards/LYMPHOCYTE_ACTIVATION",33727,74,38,61,0,0,0.0665130925580825,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CATION_HOMEOSTASIS","http://www.broadinstitute.org/gsea/msigdb/cards/CATION_HOMEOSTASIS",33727,74,38,109,0,0,0.115803653385609,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHROMATIN_MODIFICATION","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMATIN_MODIFICATION",33727,74,38,55,0,0,0.0601667469005337,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_WOUNDING","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_WOUNDING",33727,74,38,190,0,0,0.193293400106422,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DETECTION_OF_BIOTIC_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/DETECTION_OF_BIOTIC_STIMULUS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSCRIPTION_FROM_RNA_POLYMERASE_III_PROMOTER","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSCRIPTION_FROM_RNA_POLYMERASE_III_PROMOTER",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY",33727,74,38,69,0,0,0.0749100131264858,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TISSUE_REMODELING","http://www.broadinstitute.org/gsea/msigdb/cards/TISSUE_REMODELING",33727,74,38,30,0,0,0.0332684419589329,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHINGOLIPID_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/SPHINGOLIPID_BIOSYNTHETIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CHROMATIN_ARCHITECTURE","http://www.broadinstitute.org/gsea/msigdb/cards/ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CHROMATIN_ARCHITECTURE",33727,74,38,77,0,0,0.0832333718045576,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS",33727,74,38,197,2,0.0101522842639594,0.00142422013066692,1,"TAX1BP1","MCL1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_DEPENDENT_DNA_REPLICATION","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_DEPENDENT_DNA_REPLICATION",33727,74,38,56,1,0.0178571428571429,0.00183188413687613,1,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MONOVALENT_INORGANIC_CATION_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/MONOVALENT_INORGANIC_CATION_TRANSPORT",33727,74,38,94,0,0,0.100679117183818,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
