Gene,logFC,logCPM,LR,PValue,FDR,gid
NOP10,-0.726535746,5.826285603,26.32228543,2.89E-07,4.97E-05,NOP10
SELENOP,-0.726552994,6.800223452,21.02839294,4.53E-06,0.000219892,SELENOP
FAM47E,-0.726608379,6.08986726,21.89513167,2.88E-06,0.000185093,FAM47E
MRPL47,-0.726903683,5.073618064,19.71239967,9.00E-06,0.000318427,MRPL47
WDR78,-0.727061815,7.876466492,13.99789357,0.000183016,0.002156357,WDR78
ATP6V1D,-0.727316824,6.833679517,18.54162379,1.66E-05,0.000464134,ATP6V1D
NAA38,-0.729099621,5.466419693,24.00374772,9.61E-07,9.81E-05,NAA38
NDUFS4,-0.729430196,5.149900582,20.8004427,5.10E-06,0.000231141,NDUFS4
LOC107986547,-0.729858051,0.545155994,7.813920565,0.005184531,0.022778457,LOC107986547
ATP8B5P,-0.731645056,2.536178441,10.4313351,0.001238951,0.00807698,ATP8B5P
ZFAND6,-0.732034533,5.98358908,19.37017004,1.08E-05,0.00035746,ZFAND6
TOMM5,-0.732515145,4.944017341,23.78195619,1.08E-06,0.000103412,TOMM5
CD96,-0.732673207,1.004216975,4.116680486,0.042462319,0.104802832,CD96
LOC105377803,-0.733436312,0.278231479,7.727878183,0.005437461,0.02366259,LOC105377803
EIF4E,-0.733595743,4.251294047,20.17434106,7.07E-06,0.000281754,EIF4E
CCDC153,-0.733855966,5.540167172,19.34388126,1.09E-05,0.000358988,CCDC153
SVIP,-0.73428276,4.127419708,12.2072148,0.000476051,0.004178561,SVIP
NDUFB6,-0.734341285,4.593716682,24.85711832,6.17E-07,7.40E-05,NDUFB6
MUCL1,-0.734372244,1.12549549,12.26660228,0.000461137,0.004087824,MUCL1
UQCRBP1,-0.73469602,4.343770721,21.81445954,3.00E-06,0.000188235,UQCRBP1
AMN1,-0.735410535,3.384520688,14.78108473,0.000120741,0.001637151,AMN1
SLMO2-ATP5E,-0.735495915,7.339147842,24.76292559,6.48E-07,7.48E-05,SLMO2-ATP5E
ABHD13,-0.735869479,4.26626929,15.00773946,0.000107071,0.001508231,ABHD13
SF3B6,-0.73598481,5.980217501,20.81226066,5.07E-06,0.000231141,SF3B6
LOC107984041,-0.737096725,0.400436359,5.670005854,0.017257398,0.054070318,LOC107984041
PHACTR3,-0.737207952,1.764150698,6.597640258,0.010211401,0.037492275,PHACTR3
IQCG,-0.737255374,7.988231567,17.99126715,2.22E-05,0.000554068,IQCG
RPL26L1,-0.737853539,4.324670909,21.08368004,4.40E-06,0.00021843,RPL26L1
COX6C,-0.737890781,6.365572378,19.6641594,9.23E-06,0.000323537,COX6C
LINC01732,-0.737924946,0.550121269,8.421033095,0.00370905,0.017928063,LINC01732
MORF4L1,-0.738050926,6.767295589,22.61226634,1.98E-06,0.000152967,MORF4L1
TP53TG1,-0.73830685,5.198172796,29.90957244,4.53E-08,1.97E-05,TP53TG1
LOC101927811,-0.738352148,2.411209443,13.57126626,0.000229674,0.002532809,LOC101927811
CATSPERD,-0.738519786,3.859600714,11.36257895,0.000749387,0.005662576,CATSPERD
PFDN5,-0.73856631,7.671685956,24.54248539,7.27E-07,8.01E-05,PFDN5
SEM1,-0.738793688,6.341481787,22.64966083,1.94E-06,0.000152967,SEM1
LOC107986972,-0.739188419,0.507603188,4.415114592,0.035621886,0.091961817,LOC107986972
MNAT1,-0.739934009,5.419928255,23.00437533,1.62E-06,0.000134888,MNAT1
LOC102723385,-0.74063792,0.960657784,8.104159248,0.00441638,0.020257948,LOC102723385
FTO-IT1,-0.741635325,3.072242909,14.38765441,0.000148775,0.001865444,FTO-IT1
ANGPTL5,-0.741964467,0.180400088,6.858382505,0.008822638,0.033729675,ANGPTL5
TWF1,-0.742718555,6.390898913,14.35560691,0.000151328,0.001890666,TWF1
CD36,-0.742916242,2.474045368,17.69302199,2.60E-05,0.000601367,CD36
BBOF1,-0.74418737,7.705090954,12.5140289,0.000403908,0.003715606,BBOF1
VDAC3,-0.746035653,7.357758029,23.4556149,1.28E-06,0.00011562,VDAC3
IPO11,-0.746162098,6.389699283,18.80513903,1.45E-05,0.000429636,IPO11
MRPL13,-0.746211441,5.220292374,20.56271766,5.77E-06,0.000251935,MRPL13
CCDC28A,-0.746391884,5.195434058,24.77338314,6.45E-07,7.48E-05,CCDC28A
LOC644656,-0.746396645,0.661625042,8.204872986,0.004177803,0.019489104,LOC644656
TMEM45A,-0.746436041,5.663813296,7.220072705,0.007209279,0.029288907,TMEM45A
EEF1E1,-0.746546396,3.821902277,15.95197742,6.50E-05,0.001094597,EEF1E1
GTF2H5,-0.747004994,4.93491269,26.09715979,3.25E-07,5.16E-05,GTF2H5
TSPAN8,-0.747653668,5.402148564,8.215525087,0.00415335,0.019423017,TSPAN8
LCA5L,-0.747853439,4.732211697,21.83685676,2.97E-06,0.000187607,LCA5L
CCT6B,-0.747993442,3.356376034,18.26009257,1.93E-05,0.000509767,CCT6B
C8orf37-AS1,-0.748128109,-0.177183459,5.836167146,0.015699991,0.050575467,C8orf37-AS1
ANK3-DT,-0.748533712,0.971691747,8.151837111,0.004301756,0.019895292,ANK3-DT
LOC105374802,-0.748870441,1.349115763,7.447736987,0.006351626,0.026620785,LOC105374802
PSENEN,-0.750105318,8.00179617,27.43326298,1.63E-07,3.61E-05,PSENEN
SNX4,-0.750190457,5.146916212,13.15653429,0.000286518,0.002923791,SNX4
TAF9B,-0.750437239,4.419452173,18.6347673,1.58E-05,0.000449389,TAF9B
NDUFA4,-0.751292285,6.15824964,25.47430118,4.48E-07,6.05E-05,NDUFA4
SUB1,-0.75186519,5.947809897,16.36473567,5.22E-05,0.00093842,SUB1
JKAMP,-0.752166391,5.917070031,17.22000497,3.33E-05,0.000696487,JKAMP
LOC105372059,-0.752328801,1.626748004,5.77427058,0.016262468,0.051692884,LOC105372059
MRPL48,-0.752679569,4.504208121,23.25968282,1.42E-06,0.000124124,MRPL48
GSTA3,-0.753636629,3.069453386,11.91777608,0.000556008,0.004625648,GSTA3
NDUFB3,-0.753728749,5.42772771,18.65250248,1.57E-05,0.000448691,NDUFB3
ARL3,-0.754158799,6.192736362,21.74338545,3.12E-06,0.000189746,ARL3
SHLD3,-0.755051228,1.099708247,11.16798015,0.000832212,0.006120039,SHLD3
NDUFB5,-0.755567936,6.368130126,27.59462354,1.50E-07,3.58E-05,NDUFB5
LOC105376860,-0.756145993,2.945726982,14.59935337,0.00013296,0.001740349,LOC105376860
PACRG,-0.756210927,6.014437664,19.86118943,8.33E-06,0.000306598,PACRG
SDHD,-0.760051026,6.170108509,19.35441505,1.09E-05,0.000358904,SDHD
SPAG16-DT,-0.760676599,1.500540066,11.62159667,0.000651904,0.00514114,SPAG16-DT
TCEAL1,-0.760871793,4.047392365,19.76497611,8.76E-06,0.000313457,TCEAL1
HIGD1A,-0.76109701,5.969419439,17.71184766,2.57E-05,0.000599639,HIGD1A
GPM6B,-0.761109129,2.65067085,14.80249753,0.000119377,0.001624499,GPM6B
VRK1,-0.761120541,4.171766894,13.28362196,0.000267735,0.00279484,VRK1
COX7C,-0.761401003,7.054654839,25.90383154,3.59E-07,5.47E-05,COX7C
SYNPR-AS1,-0.761560927,0.868790358,10.66871757,0.001089626,0.007374017,SYNPR-AS1
LOC105369250,-0.762015644,2.391890437,11.26275133,0.000790779,0.005892807,LOC105369250
RPP40,-0.762147565,2.899218067,16.52408924,4.80E-05,0.00088702,RPP40
LOC105375826,-0.762984268,1.883497308,4.791731472,0.028596666,0.077997949,LOC105375826
ENKUR,-0.763459694,7.626766918,18.1679954,2.02E-05,0.000524009,ENKUR
CHCHD1,-0.763509623,4.874427959,26.21715767,3.05E-07,5.12E-05,CHCHD1
URB1-AS1,-0.764547484,3.263883483,15.34208714,8.97E-05,0.001340203,URB1-AS1
WRB-SH3BGR,-0.765343851,5.165323584,16.73643142,4.29E-05,0.000822435,WRB-SH3BGR
DYNLT1,-0.765781028,8.165866112,21.25858016,4.01E-06,0.000205484,DYNLT1
LSM3,-0.765930805,4.877466631,27.18492463,1.85E-07,3.72E-05,LSM3
DRAM2,-0.766254606,6.120097964,21.07146658,4.42E-06,0.00021843,DRAM2
CRYZ,-0.766605235,4.408782221,16.55817688,4.72E-05,0.000872283,CRYZ
SERPINI1,-0.766824458,1.740315942,10.88748067,0.000968164,0.00680825,SERPINI1
H2AZ1,-0.7671328,6.593025953,23.12593772,1.52E-06,0.000129485,H2AZ1
CFAP299,-0.767803705,4.594612683,15.33450191,9.01E-05,0.001340203,CFAP299
LAMTOR5,-0.768018508,5.587247647,26.60247068,2.50E-07,4.60E-05,LAMTOR5
GLO1,-0.768089823,6.457416478,23.86659056,1.03E-06,0.000101338,GLO1
LRRIQ1,-0.768656951,7.329508446,12.04475184,0.000519384,0.00444241,LRRIQ1
ID2-AS1,-0.768807159,0.235207837,7.475175072,0.006255548,0.02632035,ID2-AS1
MEP1A,-0.768849891,1.953954021,15.22904008,9.52E-05,0.001397635,MEP1A
NCBP2L,-0.769863253,2.690883985,14.62351669,0.000131266,0.001724154,NCBP2L
MRPS18C,-0.770257699,3.980111103,19.27203983,1.13E-05,0.000362758,MRPS18C
LOC101929626,-0.771311884,0.693737473,5.967679638,0.014570441,0.047938687,LOC101929626
RORA-AS1,-0.772109859,1.105547563,10.74668375,0.001044664,0.007169306,RORA-AS1
DYDC2,-0.772251322,6.689490804,22.60962973,1.98E-06,0.000152967,DYDC2
SMILR,-0.772455846,1.113646085,7.105871759,0.007683185,0.030594159,SMILR
LOC105377352,-0.772479293,1.260496368,10.36397986,0.001284979,0.008269964,LOC105377352
TEX55,-0.772510962,1.144115691,8.134642418,0.004342741,0.020005216,TEX55
LRRC49,-0.773835031,6.02524996,19.86864369,8.29E-06,0.000306346,LRRC49
LOC728024,-0.774010963,2.399451882,14.96522839,0.000109511,0.001525976,LOC728024
METTL18,-0.774142874,2.780604739,17.41965555,3.00E-05,0.000646733,METTL18
ANKRD37,-0.774708621,4.763454328,14.08425197,0.000174801,0.002079321,ANKRD37
ELMOD2,-0.775328662,5.442354915,17.46656233,2.92E-05,0.000642056,ELMOD2
LINC01806,-0.775750545,2.411372065,8.363180936,0.003828997,0.018366784,LINC01806
NMBR,-0.776015544,0.263711662,7.624008345,0.005759633,0.024722722,NMBR
LINC02018,-0.776702247,1.038394529,9.313209387,0.002275076,0.012500918,LINC02018
SH3BGRL,-0.778500835,6.023148473,17.2014663,3.36E-05,0.000698635,SH3BGRL
CISD1,-0.778901376,4.629657566,25.27241204,4.98E-07,6.43E-05,CISD1
PPP1R36,-0.779218572,3.671308111,15.52829349,8.13E-05,0.001260434,PPP1R36
MNS1,-0.779514814,6.597210166,15.58714092,7.88E-05,0.001229444,MNS1
LOC100289495,-0.781322979,1.877325927,18.04572309,2.16E-05,0.000547493,LOC100289495
NDUFB1,-0.781679966,5.224938215,21.24900762,4.03E-06,0.000205815,NDUFB1
ZNF658B,-0.782439796,1.442467569,13.59288683,0.000227044,0.002516143,ZNF658B
CCDC146,-0.782503086,8.322272465,20.03780893,7.59E-06,0.000293026,CCDC146
LOC107984576,-0.782651759,1.881368477,17.48685916,2.89E-05,0.000639807,LOC107984576
ECI2,-0.782690941,4.173692482,10.66442157,0.00109216,0.007384547,ECI2
KLHL13,-0.782952065,5.227049076,17.74444275,2.53E-05,0.000594446,KLHL13
MIR1307,-0.783188389,1.201186764,11.00220366,0.000910036,0.006505489,MIR1307
LOC101928217,-0.783322398,3.850184505,15.44261811,8.50E-05,0.001296324,LOC101928217
CENPQ,-0.783897691,2.548372555,12.18224024,0.000482467,0.00421252,CENPQ
PIP,-0.783941856,1.720287959,12.5731299,0.000391333,0.003644315,PIP
RWDD1,-0.784541322,4.7430956,33.104186,8.74E-09,6.28E-06,RWDD1
PIFO,-0.784833525,8.939582205,17.44310287,2.96E-05,0.000644401,PIFO
CHRNA9,-0.784839864,0.600710301,9.13377717,0.002509331,0.013503188,CHRNA9
CFAP161,-0.785138839,6.281075271,19.97374038,7.85E-06,0.00029948,CFAP161
GJA9-MYCBP,-0.785152708,7.046453866,21.9750808,2.76E-06,0.000179766,GJA9-MYCBP
CCDC181,-0.785451938,4.925631847,20.10175073,7.34E-06,0.000286602,CCDC181
HAUS1,-0.786338486,3.955619629,25.14649022,5.31E-07,6.69E-05,HAUS1
C2orf73,-0.78644968,4.617300388,13.03494035,0.000305733,0.003070503,C2orf73
CCL15,-0.786502847,3.807192697,16.56597488,4.70E-05,0.000869768,CCL15
POMP,-0.787388155,5.91452866,23.4815347,1.26E-06,0.00011476,POMP
HMGN5,-0.787556569,3.673675031,17.37098155,3.07E-05,0.000656381,HMGN5
ANAPC10,-0.788534706,3.30611439,18.32122337,1.87E-05,0.000500683,ANAPC10
LOC105374855,-0.789178352,0.309048196,6.733039871,0.009464317,0.035390098,LOC105374855
ACTR6,-0.789489717,4.97597307,19.26111472,1.14E-05,0.000363617,ACTR6
MYCBP,-0.7895905,7.031190596,21.91795897,2.85E-06,0.000183686,MYCBP
TREM2,-0.789800621,2.192798092,5.651104245,0.017444384,0.054445532,TREM2
FAM167A-AS1,-0.790447938,0.49095677,5.789634756,0.016120938,0.051429745,FAM167A-AS1
LOC107986961,-0.790465107,3.788420589,26.31777299,2.90E-07,4.97E-05,LOC107986961
RBIS,-0.791014175,4.255529878,18.48160622,1.72E-05,0.000472864,RBIS
SPRR3,-0.791223495,3.966749176,6.481345865,0.010901241,0.039209498,SPRR3
TMPRSS11A,-0.791492781,2.694010859,6.765477847,0.009293804,0.03506173,TMPRSS11A
PRDX3,-0.791809156,7.17594907,19.65418076,9.28E-06,0.000324478,PRDX3
ACYP1,-0.792297284,3.635411747,17.18090784,3.40E-05,0.000700817,ACYP1
LOC100506885,-0.792315328,3.898486454,23.77695778,1.08E-06,0.000103412,LOC100506885
DYNLT3,-0.793119711,4.793464103,12.91444206,0.000326057,0.003210616,DYNLT3
UBE2T,-0.793328485,3.551662838,23.50449886,1.25E-06,0.000114086,UBE2T
RNASE4,-0.793705578,5.62113781,21.62069753,3.32E-06,0.000193014,RNASE4
MORN2,-0.794987832,7.248540087,20.54522042,5.82E-06,0.000253475,MORN2
SNTN,-0.795217317,8.232365201,20.79525186,5.11E-06,0.000231141,SNTN
RCAN3AS,-0.796114312,1.734435915,13.80567601,0.000202723,0.002311041,RCAN3AS
DYNLRB2,-0.79716446,6.201438509,27.23715759,1.80E-07,3.67E-05,DYNLRB2
CETN3,-0.798112567,4.7487171,18.97177928,1.33E-05,0.000404017,CETN3
LINC01091,-0.798164858,2.528746873,12.84163318,0.000338992,0.003301398,LINC01091
SNORD141B,-0.799714031,2.046493594,16.62939834,4.54E-05,0.000854781,SNORD141B
ATP5F1E,-0.80018459,7.103104771,29.26692316,6.31E-08,2.22E-05,ATP5F1E
LOC105379155,-0.804017711,1.668701228,9.666669748,0.001876411,0.01087613,LOC105379155
GNPDA2,-0.804339403,3.277715307,17.06653152,3.61E-05,0.000730807,GNPDA2
TXNDC9,-0.805214484,5.10928209,18.03096254,2.17E-05,0.000549906,TXNDC9
EIF1AY,-0.805664601,3.899906206,10.06390665,0.001512023,0.009287964,EIF1AY
FAM227B,-0.806895062,3.085980099,16.32610403,5.33E-05,0.000953212,FAM227B
APOBEC4,-0.808464164,6.279176236,16.61279318,4.58E-05,0.000858023,APOBEC4
SMIM6,-0.808891736,5.142146205,34.61037318,4.03E-09,3.69E-06,SMIM6
C6,-0.808949196,5.33564864,14.20254922,0.000164148,0.001994322,C6
DNAJC25-GNG10,-0.809302951,4.30641383,13.74630308,0.000209232,0.00236598,DNAJC25-GNG10
LXN,-0.809999122,5.823252849,18.27316179,1.91E-05,0.000508828,LXN
SMIM30,-0.810043455,4.427225921,20.67805942,5.43E-06,0.00023928,SMIM30
SNRPG,-0.810465216,3.876653103,20.14336624,7.18E-06,0.000283363,SNRPG
GPR160,-0.810909166,3.415918558,10.00507316,0.001561096,0.009492896,GPR160
GNG10,-0.812441724,4.288986221,13.82298064,0.000200864,0.002298527,GNG10
LOC107984964,-0.812589748,1.084917952,8.147694866,0.004311593,0.019928585,LOC107984964
LOC105376106,-0.813133738,2.317966176,14.69479715,0.000126395,0.001680697,LOC105376106
EID3,-0.814072481,0.967939984,15.43220102,8.55E-05,0.001298249,EID3
LINC02562,-0.814863198,2.349268666,13.83693106,0.000199379,0.002284987,LINC02562
GMFB,-0.815443396,4.639019889,12.8232177,0.000342344,0.003325475,GMFB
C1orf141,-0.815622124,4.568867716,15.90403416,6.66E-05,0.001106156,C1orf141
MRPS31,-0.815644633,5.863673224,24.22325542,8.58E-07,8.94E-05,MRPS31
FHL1,-0.816130915,3.518968195,28.49959493,9.37E-08,2.62E-05,FHL1
IQCK,-0.818405583,6.383309753,24.27891484,8.33E-07,8.81E-05,IQCK
C2orf76,-0.818767828,3.467662723,20.02430973,7.65E-06,0.00029389,C2orf76
ANXA2P3,-0.818968423,4.457028442,30.23602586,3.83E-08,1.86E-05,ANXA2P3
GJB7,-0.818997859,2.403068902,11.67085071,0.00063487,0.005058273,GJB7
LOC105379047,-0.819361438,2.025161171,11.4461058,0.00071644,0.00550881,LOC105379047
AZIN1-AS1,-0.819883516,1.240488059,8.116846755,0.004385577,0.020165646,AZIN1-AS1
SELENOF,-0.820526122,6.678321697,22.95116362,1.66E-06,0.000137738,SELENOF
COMMD6,-0.82057258,5.404087178,25.86677269,3.66E-07,5.47E-05,COMMD6
LOC102723630,-0.820695118,1.62735388,9.786384038,0.001758088,0.010369358,LOC102723630
HSPB11,-0.821140711,5.636545952,20.10306921,7.34E-06,0.000286602,HSPB11
LOC102724517,-0.82151117,0.76354794,13.672281,0.000217643,0.002442425,LOC102724517
MROH9,-0.821747778,6.125366126,17.46323972,2.93E-05,0.000642056,MROH9
PSMD10,-0.822843505,5.965995625,25.30902488,4.88E-07,6.36E-05,PSMD10
ZNF667-AS1,-0.825880373,1.851892857,14.49761821,0.000140337,0.00180101,ZNF667-AS1
IER3IP1,-0.826002023,5.11896306,21.7558473,3.10E-06,0.000189746,IER3IP1
LOC107984965,-0.827674221,0.805161883,8.583859663,0.003391557,0.016780043,LOC107984965
SPATA17,-0.828144461,6.317136115,21.74678807,3.11E-06,0.000189746,SPATA17
TM4SF19-TCTEX1D2,-0.828673501,4.425303523,22.37125596,2.25E-06,0.000164306,TM4SF19-TCTEX1D2
MORN5,-0.829586502,6.797786174,23.73924084,1.10E-06,0.000104795,MORN5
LRRC63,-0.829665454,1.13830834,9.46655514,0.00209252,0.01177627,LRRC63
FAM229B,-0.830939295,6.450287023,21.67918958,3.22E-06,0.0001915,FAM229B
ANGPT1,-0.830977733,2.072571727,16.4207053,5.07E-05,0.000917662,ANGPT1
LOC105373887,-0.831580165,1.390625507,12.92469622,0.000324275,0.003195159,LOC105373887
TEX9,-0.832542307,5.868706607,17.75038249,2.52E-05,0.000594445,TEX9
DPCD,-0.832682619,6.66240173,28.70173325,8.44E-08,2.50E-05,DPCD
NME7,-0.834505221,6.033952345,25.51330787,4.39E-07,6.03E-05,NME7
LOC105377873,-0.834578928,0.261976828,6.732821732,0.009465475,0.035390098,LOC105377873
SPATA24,-0.83663882,3.23218136,19.30644059,1.11E-05,0.000360867,SPATA24
HMGN3,-0.837553099,7.478137351,21.06518664,4.44E-06,0.00021843,HMGN3
CASC1,-0.83910047,6.910431837,18.28188584,1.91E-05,0.000507523,CASC1
PIH1D3,-0.839897738,5.547268316,23.25120091,1.42E-06,0.000124124,PIH1D3
LOC105376428,-0.840315987,-0.236755463,4.272036876,0.038744461,0.09789814,LOC105376428
ERICH6,-0.840883162,0.323027869,8.051169626,0.004547429,0.020720636,ERICH6
LOC105371363,-0.841678361,2.42908176,14.49147491,0.000140795,0.001805359,LOC105371363
TMCO5A,-0.841973659,2.329587154,17.11536176,3.52E-05,0.000718031,TMCO5A
DAW1,-0.842680974,6.413907638,17.62379802,2.69E-05,0.000610547,DAW1
ARMT1,-0.843749289,4.729468716,22.49689057,2.10E-06,0.000159767,ARMT1
RPS27L,-0.844333343,5.163265289,26.12813964,3.19E-07,5.16E-05,RPS27L
SLC51B,-0.844643926,3.296291871,22.3124568,2.32E-06,0.00016551,SLC51B
SCOC,-0.846743882,5.592102992,12.56717115,0.000392582,0.003652385,SCOC
HSD17B11,-0.849683546,4.880229926,17.88691134,2.34E-05,0.000569303,HSD17B11
CABCOCO1,-0.850187083,6.162572213,21.47776526,3.58E-06,0.000193796,CABCOCO1
TCEAL8,-0.850452311,5.121346901,23.14438689,1.50E-06,0.000128977,TCEAL8
LOC105378231,-0.851106087,0.555595835,14.18517929,0.00016567,0.002000359,LOC105378231
SNRPE,-0.852458567,4.012226583,15.48319715,8.32E-05,0.001279115,SNRPE
LOC105372817,-0.852709727,1.731440987,14.72847125,0.000124157,0.001664692,LOC105372817
TMEM14B,-0.854408549,5.780469165,29.37533146,5.96E-08,2.16E-05,TMEM14B
CHI3L1,-0.855567841,1.049072255,10.58468552,0.001140283,0.007619043,CHI3L1
DYNC2LI1,-0.8556535,6.256739583,22.55347418,2.04E-06,0.000155913,DYNC2LI1
IPO11-LRRC70,-0.856299807,5.918675518,22.07315177,2.62E-06,0.000175415,IPO11-LRRC70
CALM2,-0.857323925,9.434709289,20.28896135,6.66E-06,0.000272372,CALM2
UVRAG-DT,-0.857688457,-0.097767586,8.76150924,0.003076544,0.015659972,UVRAG-DT
GIPC2,-0.861620438,3.48773619,19.89455491,8.18E-06,0.000305956,GIPC2
TNNC2,-0.861979928,0.202029833,8.912268387,0.002832612,0.014738754,TNNC2
TMEM232,-0.865525659,6.473774457,23.96207385,9.83E-07,9.84E-05,TMEM232
LOC105377413,-0.865814371,0.364290158,8.938604958,0.002792059,0.014583004,LOC105377413
ATP5MD,-0.868039463,5.628310837,28.87791612,7.71E-08,2.37E-05,ATP5MD
AGR3,-0.869039924,7.165750197,20.11855328,7.28E-06,0.000286117,AGR3
RIDA,-0.869546613,3.426003605,27.56789366,1.52E-07,3.58E-05,RIDA
MLF1,-0.869991442,7.002813424,21.82085341,2.99E-06,0.000188235,MLF1
NDUFA5,-0.870425039,5.702096701,20.89189776,4.86E-06,0.000227486,NDUFA5
LOC105374811,-0.87195517,1.457589373,7.464716962,0.006291992,0.02642217,LOC105374811
S100A8,-0.872074687,5.318398236,27.29821047,1.74E-07,3.63E-05,S100A8
TMEM126B,-0.872648146,4.208071662,23.06053377,1.57E-06,0.000131818,TMEM126B
SLC16A12,-0.872882293,1.551896558,5.29861447,0.021342395,0.06305958,SLC16A12
LOC107986277,-0.874556424,1.127601002,7.920180782,0.004888639,0.02189884,LOC107986277
LINC01765,-0.874964848,4.877372159,18.20701378,1.98E-05,0.000518788,LINC01765
OR7E91P,-0.875028524,0.295177967,11.29739506,0.000776159,0.00581969,OR7E91P
MCF2L2,-0.876249399,3.249919707,11.78722387,0.000596386,0.004861528,MCF2L2
GON7,-0.876473544,5.8670615,31.63212677,1.86E-08,1.17E-05,GON7
FAM183A,-0.876544955,6.980760718,22.33192887,2.29E-06,0.00016551,FAM183A
CLGN,-0.87667598,4.336258251,27.45184152,1.61E-07,3.61E-05,CLGN
CNTN5,-0.877504157,2.388705399,10.31825398,0.001317208,0.00839512,CNTN5
RSL24D1,-0.880469206,5.683369553,25.33188695,4.83E-07,6.34E-05,RSL24D1
DIO1,-0.881252503,3.398699649,18.94311765,1.35E-05,0.000406851,DIO1
C11orf88,-0.88203801,6.985701332,24.8106232,6.32E-07,7.42E-05,C11orf88
TCTEX1D2,-0.882066406,6.058259899,29.51847669,5.54E-08,2.09E-05,TCTEX1D2
GSKIP,-0.883358503,5.222047387,21.52406213,3.49E-06,0.000193331,GSKIP
ITGB3BP,-0.883658154,3.879210275,18.992933,1.31E-05,0.000403056,ITGB3BP
SMIM27,-0.88390059,2.039350737,15.49833845,8.26E-05,0.001271496,SMIM27
C2orf74,-0.8846832,4.434701107,26.54042928,2.58E-07,4.70E-05,C2orf74
LOC100506100,-0.885041515,1.35668646,21.70332128,3.18E-06,0.000191129,LOC100506100
RPA3,-0.887457736,4.778404023,26.38796453,2.79E-07,4.96E-05,RPA3
C8orf48,-0.88837695,0.638537491,12.49467037,0.000408115,0.003740638,C8orf48
PROS1,-0.889512444,6.922175612,12.06397915,0.000514055,0.004404307,PROS1
C6orf52,-0.889669946,3.1317082,30.28624191,3.73E-08,1.86E-05,C6orf52
VIM-AS1,-0.890264622,4.585749917,21.52513671,3.49E-06,0.000193331,VIM-AS1
LINC02265,-0.89077776,2.456763088,15.59278697,7.86E-05,0.001227482,LINC02265
CAPSL,-0.891987773,7.418258496,23.87198075,1.03E-06,0.000101338,CAPSL
HLA-DQA2,-0.893479579,0.033314268,7.739620349,0.005402216,0.023536334,HLA-DQA2
RPS14P3,-0.895747031,0.755285851,14.30386218,0.000155545,0.001921107,RPS14P3
C1orf189,-0.896560806,5.550350897,21.85376198,2.94E-06,0.000187607,C1orf189
LOC107985449,-0.898063017,2.381585392,10.72538492,0.001056757,0.007226035,LOC107985449
LOC728196,-0.899175093,4.381100294,21.78657115,3.05E-06,0.000189141,LOC728196
TAF1A-AS1,-0.90038651,1.112358833,15.4734099,8.37E-05,0.001283145,TAF1A-AS1
HCG14,-0.903252277,1.573261453,11.68535367,0.00062994,0.005029199,HCG14
MAD2L1,-0.903290688,4.015112259,19.82480158,8.49E-06,0.000309526,MAD2L1
DNAAF4,-0.903300727,5.941932658,20.30473084,6.60E-06,0.000272372,DNAAF4
RPTN,-0.904779041,0.991292039,6.512316699,0.010712985,0.03866658,RPTN
SRP9,-0.907403739,7.371236062,20.91499561,4.80E-06,0.000225926,SRP9
FAM81B,-0.907750873,7.107770483,24.51862686,7.36E-07,8.06E-05,FAM81B
C9orf135,-0.90855376,6.385716733,23.37993507,1.33E-06,0.000117446,C9orf135
CETN2,-0.908654291,8.445398185,27.52631009,1.55E-07,3.60E-05,CETN2
RPE65,-0.909332054,1.134082351,9.410501613,0.002157462,0.012030865,RPE65
OR7E47P,-0.91127269,4.109599766,28.14607576,1.12E-07,2.83E-05,OR7E47P
SCG3,-0.911946152,1.315364647,10.54537732,0.00116479,0.007716736,SCG3
SMIM41,-0.913349446,4.092594024,28.37060939,1.00E-07,2.71E-05,SMIM41
TCF4-AS1,-0.914300604,-0.133890203,8.154500085,0.004295444,0.019872518,TCF4-AS1
BBOX1,-0.915491953,4.093593786,26.34966578,2.85E-07,4.97E-05,BBOX1
LINC01014,-0.915771642,1.117009478,18.18004055,2.01E-05,0.000523385,LINC01014
PKIB,-0.918128452,4.091577869,19.90962059,8.12E-06,0.000305797,PKIB
CD200R1,-0.920095034,1.236509,11.48380046,0.000702054,0.005435433,CD200R1
SPATA4,-0.920476207,4.555668381,26.28896448,2.94E-07,4.99E-05,SPATA4
EVI2A,-0.920553098,0.283629293,8.193732927,0.004203534,0.019566836,EVI2A
LOC107985093,-0.920687501,-0.154437734,9.729341763,0.001813494,0.010592742,LOC107985093
EXOSC10-AS1,-0.922207477,2.434462739,11.37966894,0.000742523,0.005644599,EXOSC10-AS1
CRISP2,-0.923171631,0.679123867,14.63336878,0.000130582,0.001718152,CRISP2
LOC105377094,-0.926717438,-0.539425807,6.436751146,0.01117829,0.039879092,LOC105377094
ARHGEF26-AS1,-0.927749602,2.467349069,22.0592234,2.64E-06,0.000175568,ARHGEF26-AS1
LINC02331,-0.928537322,2.855999173,13.94839722,0.000187898,0.002192038,LINC02331
LOC101928000,-0.928539354,-0.16444922,7.177189546,0.007383628,0.029733325,LOC101928000
LOC101928817,-0.929002503,7.374435581,26.65849084,2.43E-07,4.54E-05,LOC101928817
PPP1R42,-0.929351657,4.458825981,21.60959359,3.34E-06,0.000193014,PPP1R42
GET1,-0.931062865,6.111209824,24.73549845,6.58E-07,7.53E-05,GET1
